,province,district_name,district_id,neighborhood_name,neighborhood_id
55464,DİYARBAKIR,HANİ,278,AKÇAYURT MAH.,142847
55465,DİYARBAKIR,HANİ,278,ANIL MAH.,142848
55469,DİYARBAKIR,HANİ,278,BELEN MAH.,142849
55472,DİYARBAKIR,HANİ,278,DERELİ MAH.,89665
55474,DİYARBAKIR,HANİ,278,GÖMEÇ MAH.,142852
55475,DİYARBAKIR,HANİ,278,GÜRBÜZ MAH.,142840
55484,DİYARBAKIR,HANİ,278,KALABA MAH.,142854
55485,DİYARBAKIR,HANİ,278,KALEDİBİ MAH.,142855
55487,DİYARBAKIR,HANİ,278,KIRIM MAH.,142856
55489,DİYARBAKIR,HANİ,278,KUYULAR MAH.,142841
55494,DİYARBAKIR,HANİ,278,MERKEZ MAH.,89666
55507,DİYARBAKIR,HANİ,278,OKURKÖY MAH.,142858
55508,DİYARBAKIR,HANİ,278,SERENKÖY MAH.,142859
55509,DİYARBAKIR,HANİ,278,SERGEN MAH.,142861
55511,DİYARBAKIR,HANİ,278,SOYLU MAH.,142868
55512,DİYARBAKIR,HANİ,278,SÜSLÜ MAH.,142862
55513,DİYARBAKIR,HANİ,278,TOPÇULAR MAH.,142863
55515,DİYARBAKIR,HANİ,278,UZUNLAR MAH.,142864
55517,DİYARBAKIR,HANİ,278,VEZİRİ MAH.,89667
55518,DİYARBAKIR,HANİ,278,YAYVAN MAH.,142865
55519,DİYARBAKIR,HANİ,278,YUKARITURALI MAH.,142866
55521,DİYARBAKIR,HANİ,278,ZİRVE MAH.,89668
55523,DİYARBAKIR,HANİ,278,ÇARDAKLI MAH.,142850
55526,DİYARBAKIR,HANİ,278,ÇARŞI MAH.,89669
55527,DİYARBAKIR,HANİ,278,ÇUKURKÖY MAH.,142851
55529,DİYARBAKIR,HAZRO,286,AĞARTI MAH.,142869
55530,DİYARBAKIR,HAZRO,286,BAHÇE MAH.,89691
55531,DİYARBAKIR,HAZRO,286,BAYIRDÜZÜ MAH.,142872
55532,DİYARBAKIR,HAZRO,286,BAĞYURDU MAH.,142870
55533,DİYARBAKIR,HAZRO,286,CAMİ MAH.,89692
55535,DİYARBAKIR,HAZRO,286,DADAŞ MAH.,142874
55537,DİYARBAKIR,HAZRO,286,ELHUVAN MAH.,89693
55538,DİYARBAKIR,HAZRO,286,GEDİKALAN MAH.,142900
55539,DİYARBAKIR,HAZRO,286,GÖZLÜ MAH.,142877
55541,DİYARBAKIR,HAZRO,286,HÜRRİYET MAH.,89694
55543,DİYARBAKIR,HAZRO,286,KAVAKLIBOĞAZ MAH.,142880
55545,DİYARBAKIR,HAZRO,286,KIRKKAŞIK MAH.,142881
55547,DİYARBAKIR,HAZRO,286,KIRMATAŞ MAH.,142883
55549,DİYARBAKIR,HAZRO,286,KOÇBABA MAH.,142885
55550,DİYARBAKIR,HAZRO,286,KULAÇTEPE MAH.,142886
55551,DİYARBAKIR,HAZRO,286,MEŞEBAĞLARI MAH.,142887
55552,DİYARBAKIR,HAZRO,286,MUTLUCA MAH.,142889
55553,DİYARBAKIR,HAZRO,286,ORMANKAYA MAH.,142890
55555,DİYARBAKIR,HAZRO,286,REŞİK MAH.,142875
55556,DİYARBAKIR,HAZRO,286,SARIERİK MAH.,142893
55557,DİYARBAKIR,HAZRO,286,SARIÇANAK MAH.,142892
55558,DİYARBAKIR,HAZRO,286,TERDÖKEN MAH.,142899
55559,DİYARBAKIR,HAZRO,286,TOPALAN MAH.,89695
55560,DİYARBAKIR,HAZRO,286,UZUNARGIT MAH.,142894
55561,DİYARBAKIR,HAZRO,286,VARINCA MAH.,142896
55562,DİYARBAKIR,HAZRO,286,YAZGI MAH.,142898
55564,DİYARBAKIR,HAZRO,286,ÇÖKEKSU MAH.,89696
55566,DİYARBAKIR,HAZRO,286,ÇİTLİBAHÇE MAH.,142873
55567,DİYARBAKIR,HAZRO,286,ÜLGEN MAH.,142895
55568,DİYARBAKIR,HAZRO,286,İNCEKAVAK MAH.,142879
55570,DİYARBAKIR,HAZRO,286,İŞKAR MAH.,89697
55571,DİYARBAKIR,KAYAPINAR,945,AVCISUYU MAH.,144026
55573,DİYARBAKIR,KAYAPINAR,945,BARIŞ MAH.,118813
55621,DİYARBAKIR,KAYAPINAR,945,BAYKARA MAH.,144012
55622,DİYARBAKIR,KAYAPINAR,945,BENEKLİTAŞ MAH.,118814
55624,DİYARBAKIR,KAYAPINAR,945,CANKATRAN MAH.,118815
55626,DİYARBAKIR,KAYAPINAR,945,CUMHURİYET MAH.,144014
55628,DİYARBAKIR,KAYAPINAR,945,CÜCÜK MAH.,118816
55629,DİYARBAKIR,KAYAPINAR,945,DİCLEKENT MAH.,147335
55691,DİYARBAKIR,KAYAPINAR,945,ESENTEPE MAH.,144016
55692,DİYARBAKIR,KAYAPINAR,945,FIRAT MAH.,147333
55859,DİYARBAKIR,KAYAPINAR,945,GÖZALAN MAH.,118817
55861,DİYARBAKIR,KAYAPINAR,945,GÖZEGÖL MAH.,118818
55862,DİYARBAKIR,KAYAPINAR,945,GÜLEÇOBA MAH.,144017
55866,DİYARBAKIR,KAYAPINAR,945,HARMANARDI MAH.,144018
55867,DİYARBAKIR,KAYAPINAR,945,HATİPOĞLU MAH.,144019
55868,DİYARBAKIR,KAYAPINAR,945,HUZUREVLERİ MAH.,118819
55959,DİYARBAKIR,KAYAPINAR,945,KALDIRIM MAH.,144020
55962,DİYARBAKIR,KAYAPINAR,945,KARAYAKUP MAH.,144021
55963,DİYARBAKIR,KAYAPINAR,945,KEKLİK MAH.,144022
55964,DİYARBAKIR,KAYAPINAR,945,KIRKPINAR MAH.,144029
55965,DİYARBAKIR,KAYAPINAR,945,MEDYA MAH.,147332
56065,DİYARBAKIR,KAYAPINAR,945,MEZOPOTAMYA MAH.,147334
56158,DİYARBAKIR,KAYAPINAR,945,PETEK MAH.,144013
56159,DİYARBAKIR,KAYAPINAR,945,PEYAS MAH.,118820
56247,DİYARBAKIR,KAYAPINAR,945,SAĞKULAK MAH.,144027
56248,DİYARBAKIR,KAYAPINAR,945,SULTANTEPE MAH.,144028
56249,DİYARBAKIR,KAYAPINAR,945,TABAN MAH.,144023
56250,DİYARBAKIR,KAYAPINAR,945,TALAYTEPE MAH.,118821
56325,DİYARBAKIR,KAYAPINAR,945,TOSUNLU MAH.,144025
56326,DİYARBAKIR,KAYAPINAR,945,TİŞO MAH.,144015
56327,DİYARBAKIR,KAYAPINAR,945,UYANDIK MAH.,118822
56328,DİYARBAKIR,KAYAPINAR,945,YENİÖZERLİ MAH.,144024
56329,DİYARBAKIR,KAYAPINAR,945,YOLBOYU PİRİNÇLİK  MAH.,118823
56337,DİYARBAKIR,KAYAPINAR,945,ÇÖLGÜZELİ MAH.,118824
56341,DİYARBAKIR,KOCAKÖY,855,AMBAR MAH.,143098
56342,DİYARBAKIR,KOCAKÖY,855,ARKBAŞI MAH.,143099
56344,DİYARBAKIR,KOCAKÖY,855,BOYUNLU MAH.,143100
56345,DİYARBAKIR,KOCAKÖY,855,BOZBAĞLAR MAH.,143102
56346,DİYARBAKIR,KOCAKÖY,855,BOZYER MAH.,143103
56347,DİYARBAKIR,KOCAKÖY,855,EYÜPLER MAH.,89722
56348,DİYARBAKIR,KOCAKÖY,855,GÖKÇEN MAH.,143110
56350,DİYARBAKIR,KOCAKÖY,855,GÖZEBAŞI MAH.,143096
56351,DİYARBAKIR,KOCAKÖY,855,GÜNALAN MAH.,143105
56352,DİYARBAKIR,KOCAKÖY,855,HACI REŞİT MAH.,89723
56353,DİYARBAKIR,KOCAKÖY,855,KAYA MAH.,89724
56358,DİYARBAKIR,KOCAKÖY,855,KOKULUPINAR MAH.,89725
56359,DİYARBAKIR,KOCAKÖY,855,SUÇIKTI MAH.,143106
56360,DİYARBAKIR,KOCAKÖY,855,TEPECİK MAH.,143108
56362,DİYARBAKIR,KOCAKÖY,855,YAZIKÖY MAH.,143109
56364,DİYARBAKIR,KOCAKÖY,855,YENİŞEHİR MAH.,89726
56367,DİYARBAKIR,KOCAKÖY,855,ÇAKMAKLI MAH.,89727
56368,DİYARBAKIR,KOCAKÖY,855,ÇAYIRLI MAH.,89728
56369,DİYARBAKIR,KOCAKÖY,855,ÇAYTEPE MAH.,143104
56374,DİYARBAKIR,KOCAKÖY,855,ŞAKLAT MAH.,143107
56376,DİYARBAKIR,KOCAKÖY,855,ŞERİFOĞULLARI MAH.,89729
56377,DİYARBAKIR,KOCAKÖY,855,ŞEYH ŞERAFETTİN MAH.,89730
56379,DİYARBAKIR,KULP,383,AKBULAK MAH.,143116
56381,DİYARBAKIR,KULP,383,AKDORUK MAH.,143157
56382,DİYARBAKIR,KULP,383,AKÇESİR MAH.,143183
56384,DİYARBAKIR,KULP,383,ALACA MAH.,143118
56385,DİYARBAKIR,KULP,383,ARGÜN MAH.,143122
56386,DİYARBAKIR,KULP,383,AYGÜN MAH.,143178
56389,DİYARBAKIR,KULP,383,AYHAN MAH.,143380
56390,DİYARBAKIR,KULP,383,AĞAÇKORUR MAH.,143113
56391,DİYARBAKIR,KULP,383,AĞAÇLI MAH.,143111
56393,DİYARBAKIR,KULP,383,AĞILLI MAH.,143154
56394,DİYARBAKIR,KULP,383,BALOĞLU MAH.,143126
56396,DİYARBAKIR,KULP,383,BARIN MAH.,143129
56397,DİYARBAKIR,KULP,383,BAYIR MAH.,143130
56398,DİYARBAKIR,KULP,383,BAĞCILAR MAH.,143124
56399,DİYARBAKIR,KULP,383,BAŞBUĞ MAH.,143381
56401,DİYARBAKIR,KULP,383,DEMİRLİ MAH.,143132
56402,DİYARBAKIR,KULP,383,DOLUN MAH.,143133
56403,DİYARBAKIR,KULP,383,DÜZCE MAH.,143135
56404,DİYARBAKIR,KULP,383,ELMALI MAH.,143159
56405,DİYARBAKIR,KULP,383,GÜLEÇ MAH.,143137
56406,DİYARBAKIR,KULP,383,GÜLLÜK MAH.,143164
56407,DİYARBAKIR,KULP,383,HAMZALI MAH.,143379
56409,DİYARBAKIR,KULP,383,KAMIŞLI MAH.,143165
56411,DİYARBAKIR,KULP,383,KARAAĞAÇ MAH.,143167
56412,DİYARBAKIR,KULP,383,KARABULAK MAH.,143142
56413,DİYARBAKIR,KULP,383,KARAORMAN MAH.,143383
56414,DİYARBAKIR,KULP,383,KARPUZLU MAH.,143169
56416,DİYARBAKIR,KULP,383,KAYACIK MAH.,143375
56417,DİYARBAKIR,KULP,383,KAYAHAN MAH.,143384
56419,DİYARBAKIR,KULP,383,KAYNAK MAH.,149537
56420,DİYARBAKIR,KULP,383,KONUKLU MAH.,143146
56422,DİYARBAKIR,KULP,383,KOÇKAR MAH.,143378
56424,DİYARBAKIR,KULP,383,KURUDERE MAH.,143171
56425,DİYARBAKIR,KULP,383,MERKEZ ESKİ MAH.,89742
56429,DİYARBAKIR,KULP,383,MERKEZ YENİ MAH.,89743
56436,DİYARBAKIR,KULP,383,NARLICA MAH.,143173
56437,DİYARBAKIR,KULP,383,SALKIMLI MAH.,143392
56438,DİYARBAKIR,KULP,383,SALTUK MAH.,143376
56439,DİYARBAKIR,KULP,383,TAŞKÖPRÜ MAH.,143147
56440,DİYARBAKIR,KULP,383,TEMRAN MAH.,143148
56441,DİYARBAKIR,KULP,383,TEPECİK MAH.,89744
56442,DİYARBAKIR,KULP,383,TURGUT ÖZAL MAH.,89745
56455,DİYARBAKIR,KULP,383,TUZLA MAH.,143385
56456,DİYARBAKIR,KULP,383,UYGUR MAH.,143176
56457,DİYARBAKIR,KULP,383,UZUNOVA MAH.,143386
56459,DİYARBAKIR,KULP,383,YAKIT MAH.,143390
56460,DİYARBAKIR,KULP,383,YAYIK MAH.,143391
56461,DİYARBAKIR,KULP,383,YAYLAK MAH.,143150
56462,DİYARBAKIR,KULP,383,YEŞİLKÖY MAH.,89746
56463,DİYARBAKIR,KULP,383,YUVACIK MAH.,143152
56464,DİYARBAKIR,KULP,383,ZEYREK MAH.,143177
56465,DİYARBAKIR,KULP,383,ÇAĞLAYAN MAH.,143160
56466,DİYARBAKIR,KULP,383,ÇUKURCA MAH.,143162
56467,DİYARBAKIR,KULP,383,ÖZBEK MAH.,143174
56469,DİYARBAKIR,KULP,383,ÜNAL MAH.,143389
56470,DİYARBAKIR,KULP,383,ÜÇKUYU MAH.,143387
56471,DİYARBAKIR,KULP,383,İNKAYA MAH.,143382
56472,DİYARBAKIR,KULP,383,İSLAMKÖY MAH.,143139
56473,DİYARBAKIR,LİCE,397,AKÇABUDAK MAH.,143394
56474,DİYARBAKIR,LİCE,397,ARIKLI MAH.,143395
56475,DİYARBAKIR,LİCE,397,BAYIRLI MAH.,143397
56476,DİYARBAKIR,LİCE,397,BİRLİK MAH.,143398
56477,DİYARBAKIR,LİCE,397,CAMİKEBİR MAH.,89766
56479,DİYARBAKIR,LİCE,397,DALLICA MAH.,143403
56481,DİYARBAKIR,LİCE,397,DELVAN MAH.,89767
56482,DİYARBAKIR,LİCE,397,DERNEK MAH.,143406
56484,DİYARBAKIR,LİCE,397,DURU MAH.,143407
56487,DİYARBAKIR,LİCE,397,DİBEK MAH.,143591
56488,DİYARBAKIR,LİCE,397,ECEMİŞ MAH.,143408
56489,DİYARBAKIR,LİCE,397,GÖKÇE MAH.,143598
56490,DİYARBAKIR,LİCE,397,GÜRBEYLİ MAH.,143412
56491,DİYARBAKIR,LİCE,397,GÜÇLÜ MAH.,143410
56492,DİYARBAKIR,LİCE,397,HEDİK MAH.,143413
56493,DİYARBAKIR,LİCE,397,KABAKAYA MAH.,143599
56494,DİYARBAKIR,LİCE,397,KALİ MAH.,89768
56496,DİYARBAKIR,LİCE,397,KARAHASAN MAH.,89769
56500,DİYARBAKIR,LİCE,397,KELVAN MAH.,89770
56502,DİYARBAKIR,LİCE,397,KILIÇLI MAH.,143414
56503,DİYARBAKIR,LİCE,397,KIPÇAK MAH.,143415
56505,DİYARBAKIR,LİCE,397,KIYI MAH.,143417
56506,DİYARBAKIR,LİCE,397,KUMLUCA MAH.,89771
56507,DİYARBAKIR,LİCE,397,KUTLU MAH.,143418
56508,DİYARBAKIR,LİCE,397,KÖRTÜK MAH.,89772
56510,DİYARBAKIR,LİCE,397,MULLA MAH.,89773
56512,DİYARBAKIR,LİCE,397,MURADİYE MAH.,89774
56513,DİYARBAKIR,LİCE,397,MÜMİNAĞA MAH.,89775
56515,DİYARBAKIR,LİCE,397,OYUKLU MAH.,143604
56518,DİYARBAKIR,LİCE,397,SAVAT MAH.,143583
56522,DİYARBAKIR,LİCE,397,SAYDAMLI MAH.,143421
56523,DİYARBAKIR,LİCE,397,SERİN MAH.,143422
56524,DİYARBAKIR,LİCE,397,SIĞINAK MAH.,143423
56525,DİYARBAKIR,LİCE,397,TEPE MAH.,143425
56527,DİYARBAKIR,LİCE,397,ULUCAK MAH.,143432
56528,DİYARBAKIR,LİCE,397,YALIMLI MAH.,143440
56529,DİYARBAKIR,LİCE,397,YAMAÇLI MAH.,143444
56530,DİYARBAKIR,LİCE,397,YAPRAK MAH.,143446
56531,DİYARBAKIR,LİCE,397,YENİŞEHİR MAH.,89776
56533,DİYARBAKIR,LİCE,397,YEŞİLBURÇ MAH.,89777
56535,DİYARBAKIR,LİCE,397,YOLÇATI MAH.,143448
56536,DİYARBAKIR,LİCE,397,YÜNLÜCE MAH.,143579
56537,DİYARBAKIR,LİCE,397,ZÜMRÜT MAH.,143581
56539,DİYARBAKIR,LİCE,397,ZİYARET MAH.,143610
56540,DİYARBAKIR,LİCE,397,ÇARŞI MAH.,89778
56541,DİYARBAKIR,LİCE,397,ÇAĞDAŞ MAH.,143588
56542,DİYARBAKIR,LİCE,397,ÇEPER MAH.,143400
56545,DİYARBAKIR,LİCE,397,ÇIRALI MAH.,143401
56546,DİYARBAKIR,LİCE,397,ÖRTÜLÜ MAH.,143420
56547,DİYARBAKIR,LİCE,397,ÜÇDAMLAR MAH.,143436
56551,DİYARBAKIR,LİCE,397,ŞAAR MAH.,89779
56552,DİYARBAKIR,LİCE,397,ŞENLİK MAH.,143424
56553,DİYARBAKIR,SUR,946,ABDALDEDE MAH.,118825
56555,DİYARBAKIR,SUR,946,ALABAL MAH.,144044
56556,DİYARBAKIR,SUR,946,ALCIK MAH.,144045
56558,DİYARBAKIR,SUR,946,ALİ PAŞA MAH.,118826
56561,DİYARBAKIR,SUR,946,ALİBARDAK MAH.,144046
56562,DİYARBAKIR,SUR,946,ARPADERESİ MAH.,144047
56563,DİYARBAKIR,SUR,946,AĞAÇLIDERE MAH.,144043
56565,DİYARBAKIR,SUR,946,BAHÇECİK MAH.,118827
56566,DİYARBAKIR,SUR,946,BAROĞLU MAH.,144048
56567,DİYARBAKIR,SUR,946,BAĞIVAR MAH.,118837
56581,DİYARBAKIR,SUR,946,BAĞPINAR  MAH.,118828
56582,DİYARBAKIR,SUR,946,BEYBULAK MAH.,144049
56584,DİYARBAKIR,SUR,946,BOSTANPINAR MAH.,144050
56586,DİYARBAKIR,SUR,946,BOZDEMİR MAH.,118829
56587,DİYARBAKIR,SUR,946,BÜYÜKAKÖREN MAH.,144051
56590,DİYARBAKIR,SUR,946,BÜYÜKKADI  MAH.,118830
56593,DİYARBAKIR,SUR,946,CAMİ KEBİR MAH.,118831
56595,DİYARBAKIR,SUR,946,CAMİ NEBİ MAH.,118832
56599,DİYARBAKIR,SUR,946,CEMAL YILMAZ MAH.,118833
56601,DİYARBAKIR,SUR,946,CEVAT PAŞA MAH.,118834
56606,DİYARBAKIR,SUR,946,DABANOĞLU MAH.,118835
56611,DİYARBAKIR,SUR,946,DERVİŞHASAN MAH.,144054
56613,DİYARBAKIR,SUR,946,DOĞANLI MAH.,144055
56616,DİYARBAKIR,SUR,946,DOĞU ÇANAKÇI  MAH.,118836
56617,DİYARBAKIR,SUR,946,DUMRUL MAH.,144032
56619,DİYARBAKIR,SUR,946,ERYOLU MAH.,144056
56620,DİYARBAKIR,SUR,946,ERİMLİ  MAH.,118838
56622,DİYARBAKIR,SUR,946,ESENBAĞ MAH.,118839
56623,DİYARBAKIR,SUR,946,FATİHPAŞA MAH.,118840
56626,DİYARBAKIR,SUR,946,FETİH MAH.,118853
56634,DİYARBAKIR,SUR,946,FİDANLAR MAH.,144169
56635,DİYARBAKIR,SUR,946,GENCAN MAH.,118841
56636,DİYARBAKIR,SUR,946,GÖLPINAR  MAH.,118842
56637,DİYARBAKIR,SUR,946,GÜLTEPE MAH.,144171
56638,DİYARBAKIR,SUR,946,HACIOSMAN MAH.,118843
56639,DİYARBAKIR,SUR,946,HARMANLAR MAH.,144057
56640,DİYARBAKIR,SUR,946,HASIRLI MAH.,118844
56643,DİYARBAKIR,SUR,946,HAVACILAR MAH.,118845
56645,DİYARBAKIR,SUR,946,HIZIR İLYAS MAH.,118846
56646,DİYARBAKIR,SUR,946,KABASAKAL MAH.,126379
56648,DİYARBAKIR,SUR,946,KAPAKLIPINAR MAH.,144033
56649,DİYARBAKIR,SUR,946,KARABAŞ MAH.,118847
56651,DİYARBAKIR,SUR,946,KARACAÖREN MAH.,144058
56652,DİYARBAKIR,SUR,946,KARAÇALI  MAH.,118848
56655,DİYARBAKIR,SUR,946,KARAÇİMEN MAH.,144059
56656,DİYARBAKIR,SUR,946,KARDEŞLER MAH.,118849
56657,DİYARBAKIR,SUR,946,KARPUZLU MAH.,118850
56660,DİYARBAKIR,SUR,946,KARPUZTEPE MAH.,144060
56661,DİYARBAKIR,SUR,946,KARTALTEPE MAH.,144034
56662,DİYARBAKIR,SUR,946,KAVAKLIBAĞ MAH.,144061
56664,DİYARBAKIR,SUR,946,KAYAYOLU MAH.,144062
56665,DİYARBAKIR,SUR,946,KENGERLİ MAH.,144041
56666,DİYARBAKIR,SUR,946,KERVANPINAR MAH.,118851
56668,DİYARBAKIR,SUR,946,KIRMASIRT MAH.,118852
56671,DİYARBAKIR,SUR,946,KONACIK MAH.,144063
56672,DİYARBAKIR,SUR,946,KOYUNGÜDEN MAH.,144064
56673,DİYARBAKIR,SUR,946,KOZAN MAH.,118854
56675,DİYARBAKIR,SUR,946,KUMLUÇAT MAH.,144065
56676,DİYARBAKIR,SUR,946,KUMRUCAK MAH.,144066
56677,DİYARBAKIR,SUR,946,KUŞBURNU MAH.,118855
56678,DİYARBAKIR,SUR,946,KUŞLUKBAĞI MAH.,118856
56679,DİYARBAKIR,SUR,946,KÖPRÜBAŞI MAH.,118857
56681,DİYARBAKIR,SUR,946,KÖŞK MAH.,118858
56682,DİYARBAKIR,SUR,946,KÜÇÜKAKÖREN MAH.,144067
56685,DİYARBAKIR,SUR,946,KÜÇÜKKADI MAH.,118859
56686,DİYARBAKIR,SUR,946,LALEBEY MAH.,118860
56690,DİYARBAKIR,SUR,946,MELİKAHMET MAH.,118861
56699,DİYARBAKIR,SUR,946,MERMER MAH.,144042
56702,DİYARBAKIR,SUR,946,MERMERİ MAH.,144035
56704,DİYARBAKIR,SUR,946,NEFİRTAŞ MAH.,144068
56705,DİYARBAKIR,SUR,946,PINARDÜZÜ  MAH.,118862
56706,DİYARBAKIR,SUR,946,SAPANCA MAH.,144170
56708,DİYARBAKIR,SUR,946,SARIKAMIŞ MAH.,118863
56710,DİYARBAKIR,SUR,946,SARILAR MAH.,144036
56711,DİYARBAKIR,SUR,946,SARIYAZMA MAH.,144037
56712,DİYARBAKIR,SUR,946,SATİ MAH.,118864
56715,DİYARBAKIR,SUR,946,SAVAŞ MAH.,118865
56717,DİYARBAKIR,SUR,946,SAYARLAR MAH.,144070
56718,DİYARBAKIR,SUR,946,SAĞDIÇLI MAH.,144069
56719,DİYARBAKIR,SUR,946,SOĞANLI MAH.,144165
56721,DİYARBAKIR,SUR,946,SÜLEYMAN NAZİF MAH.,118866
56722,DİYARBAKIR,SUR,946,SÜNGÜLER MAH.,118867
56723,DİYARBAKIR,SUR,946,TANOĞLU MAH.,118868
56724,DİYARBAKIR,SUR,946,TEZGEÇER MAH.,144038
56725,DİYARBAKIR,SUR,946,YARIMCA MAH.,144166
56726,DİYARBAKIR,SUR,946,YENİCE MAH.,144167
56727,DİYARBAKIR,SUR,946,YENİDOĞAN MAH.,144040
56728,DİYARBAKIR,SUR,946,YENİEVLER MAH.,144039
56730,DİYARBAKIR,SUR,946,YEŞİLKÖY MAH.,118870
56731,DİYARBAKIR,SUR,946,YEŞİLLİ MAH.,118869
56733,DİYARBAKIR,SUR,946,YUKARIKILIÇTAŞI MAH.,118872
56737,DİYARBAKIR,SUR,946,YİĞİTÇAVUŞ  MAH.,118873
56739,DİYARBAKIR,SUR,946,ZİYA GÖKALP MAH.,118874
56744,DİYARBAKIR,SUR,946,ZİYARET MAH.,144168
56745,DİYARBAKIR,SUR,946,ÇARIKLI MAH.,118871
56756,DİYARBAKIR,SUR,946,ÇATAKSU MAH.,144031
56757,DİYARBAKIR,SUR,946,ÇELİKLİ MAH.,144052
56758,DİYARBAKIR,SUR,946,ÇUBUKLU MAH.,144053
56759,DİYARBAKIR,SUR,946,ÖZEKLİ MAH.,144030
56764,DİYARBAKIR,SUR,946,İSKENDERPAŞA MAH.,118875
56774,DİYARBAKIR,SİLVAN,517,AKDERE MAH.,143623
56776,DİYARBAKIR,SİLVAN,517,AKYOL MAH.,143625
56777,DİYARBAKIR,SİLVAN,517,AKÇAYIR MAH.,143620
56778,DİYARBAKIR,SİLVAN,517,AKÇELTİK MAH.,143849
56779,DİYARBAKIR,SİLVAN,517,ALTINKUM MAH.,143629
56780,DİYARBAKIR,SİLVAN,517,ALİBEY MAH.,143626
56781,DİYARBAKIR,SİLVAN,517,ARI MAH.,143631
56782,DİYARBAKIR,SİLVAN,517,AŞAĞIKAYA MAH.,143818
56783,DİYARBAKIR,SİLVAN,517,AŞAĞIVEYSİ MAH.,143633
56784,DİYARBAKIR,SİLVAN,517,BABAKAYA MAH.,143634
56785,DİYARBAKIR,SİLVAN,517,BAHÇE MAH.,143851
56786,DİYARBAKIR,SİLVAN,517,BAHÇELİEVLER MAH.,89821
56798,DİYARBAKIR,SİLVAN,517,BAYRAMBAŞI MAH.,143614
56801,DİYARBAKIR,SİLVAN,517,BAĞDERE MAH.,143815
56803,DİYARBAKIR,SİLVAN,517,BAĞLAR MAH.,89822
56812,DİYARBAKIR,SİLVAN,517,BAŞDEĞİRMEN MAH.,143854
56813,DİYARBAKIR,SİLVAN,517,BAŞIBÜYÜK MAH.,143636
56814,DİYARBAKIR,SİLVAN,517,BELLİBAHÇE MAH.,143855
56815,DİYARBAKIR,SİLVAN,517,BEREKETLİ MAH.,143638
56816,DİYARBAKIR,SİLVAN,517,BEYPINAR MAH.,143639
56818,DİYARBAKIR,SİLVAN,517,BOYUNLU MAH.,143641
56820,DİYARBAKIR,SİLVAN,517,CAMİİ MAH.,89823
56828,DİYARBAKIR,SİLVAN,517,DARKÖPRÜ MAH.,143824
56829,DİYARBAKIR,SİLVAN,517,DAĞCILAR MAH.,143649
56830,DİYARBAKIR,SİLVAN,517,DEMİRKUYU MAH.,143862
56832,DİYARBAKIR,SİLVAN,517,DOLAPDERE MAH.,143651
56833,DİYARBAKIR,SİLVAN,517,DOLUÇANAK MAH.,143827
56834,DİYARBAKIR,SİLVAN,517,DURU MAH.,143654
56835,DİYARBAKIR,SİLVAN,517,DÜZALAN MAH.,143655
56836,DİYARBAKIR,SİLVAN,517,ERİKYAZI MAH.,143657
56837,DİYARBAKIR,SİLVAN,517,ESKİKÖY MAH.,143658
56838,DİYARBAKIR,SİLVAN,517,ESKİOCAK MAH.,143866
56839,DİYARBAKIR,SİLVAN,517,EŞME MAH.,143660
56840,DİYARBAKIR,SİLVAN,517,FERİDUN MAH.,89824
56850,DİYARBAKIR,SİLVAN,517,GÖKÇETEVEK MAH.,143829
56852,DİYARBAKIR,SİLVAN,517,GÖRENTEPE MAH.,143662
56853,DİYARBAKIR,SİLVAN,517,GÖRMEZ MAH.,143664
56854,DİYARBAKIR,SİLVAN,517,GÜNDÜZ MAH.,143667
56855,DİYARBAKIR,SİLVAN,517,GÜRPINAR MAH.,143867
56857,DİYARBAKIR,SİLVAN,517,GÜZDERESİ MAH.,143869
56858,DİYARBAKIR,SİLVAN,517,GÜÇLÜ MAH.,143666
56859,DİYARBAKIR,SİLVAN,517,HEYBELİKONAK MAH.,143830
56860,DİYARBAKIR,SİLVAN,517,KALE MAH.,89825
56867,DİYARBAKIR,SİLVAN,517,KARACALAR MAH.,143671
56868,DİYARBAKIR,SİLVAN,517,KARAHACI MAH.,143776
56870,DİYARBAKIR,SİLVAN,517,KARAMUS MAH.,143814
56872,DİYARBAKIR,SİLVAN,517,KASIMLI MAH.,143833
56873,DİYARBAKIR,SİLVAN,517,KAYADERE MAH.,143779
56874,DİYARBAKIR,SİLVAN,517,KAZANDAĞI MAH.,143871
56876,DİYARBAKIR,SİLVAN,517,KEKLİKDERE MAH.,143780
56877,DİYARBAKIR,SİLVAN,517,KIRAÇTEPE MAH.,143873
56878,DİYARBAKIR,SİLVAN,517,KIZLAL MAH.,143976
56880,DİYARBAKIR,SİLVAN,517,KONAK MAH.,89826
56888,DİYARBAKIR,SİLVAN,517,KUMGÖLÜ MAH.,143978
56890,DİYARBAKIR,SİLVAN,517,KUMLUK MAH.,143836
56891,DİYARBAKIR,SİLVAN,517,KUTLUALAN MAH.,143845
56892,DİYARBAKIR,SİLVAN,517,MALABADİ MAH.,143847
56895,DİYARBAKIR,SİLVAN,517,MESCİT MAH.,89827
56904,DİYARBAKIR,SİLVAN,517,NOHUTTEPE MAH.,143980
56905,DİYARBAKIR,SİLVAN,517,ONBAŞILAR MAH.,143782
56906,DİYARBAKIR,SİLVAN,517,ORMANDIŞI MAH.,143785
56907,DİYARBAKIR,SİLVAN,517,OTLUK MAH.,143786
56908,DİYARBAKIR,SİLVAN,517,SARIBUĞDAY MAH.,143838
